"Word"	"dlugosc"	"FreqSum"	"ContCount"	"Contextual Diversity"	"Frequency Per 1 Mln"	"Nchar"
"zaszczyceni"	11	94	90	"0,0080964376"	"2,1464433332"	13
"zaparkowany"	11	94	89	"0,0080064772"	"2,1464433332"	15
"zastępstwie"	11	94	82	"0,0073767542"	"2,1464433332"	15
"skrzywdziła"	11	93	88	"0,0079165167"	"2,1238491929"	4
"dostarczone"	11	93	89	"0,0080064772"	"2,1238491929"	7
"psychologia"	11	93	81	"0,0072867938"	"2,1238491929"	7
"zatrzymałaś"	11	93	92	"0,0082763584"	"2,1238491929"	7
"ekstremalne"	11	93	80	"0,0071968334"	"2,1238491929"	8
"oczekiwanie"	11	93	82	"0,0073767542"	"2,1238491929"	8
"zdecydujemy"	11	93	90	"0,0080964376"	"2,1238491929"	8
"pornografii"	11	93	71	"0,0063871896"	"2,1238491929"	9
"terroryzmem"	11	93	57	"0,0051277438"	"2,1238491929"	9
"specjalisty"	11	93	86	"0,0077365959"	"2,1238491929"	10
"zamknęliśmy"	11	93	90	"0,0080964376"	"2,1238491929"	10
"zorganizuję"	11	93	92	"0,0082763584"	"2,1238491929"	10
"odpoczniesz"	11	93	91	"0,008186398"	"2,1238491929"	11
"gigantyczna"	11	92	53	"0,0047679021"	"2,1012550525"	5
"staruszkiem"	11	92	86	"0,0077365959"	"2,1012550525"	6
"akceptujesz"	11	92	86	"0,0077365959"	"2,1012550525"	7
"beznadzieja"	11	92	83	"0,0074667146"	"2,1012550525"	7
"komunikację"	11	92	81	"0,0072867938"	"2,1012550525"	7
"odwiedziłem"	11	92	85	"0,0076466355"	"2,1012550525"	7
"pogrzebowym"	11	92	74	"0,0066570709"	"2,1012550525"	7
"wygraliście"	11	92	85	"0,0076466355"	"2,1012550525"	7
"zniknięciem"	11	92	84	"0,0075566751"	"2,1012550525"	7
"dramatyczne"	11	92	88	"0,0079165167"	"2,1012550525"	9
"wspaniałymi"	11	92	87	"0,0078265563"	"2,1012550525"	9
"wyposażenia"	11	92	80	"0,0071968334"	"2,1012550525"	9
"przytrafiła"	11	92	89	"0,0080064772"	"2,1012550525"	10
"niedźwiedzi"	11	92	58	"0,0052177042"	"2,1012550525"	11
"podejrzliwy"	11	91	84	"0,0075566751"	"2,0786609122"	5
"pocałunkiem"	11	91	81	"0,0072867938"	"2,0786609122"	6
"powinnyście"	11	91	87	"0,0078265563"	"2,0786609122"	6
"przełącznik"	11	91	68	"0,0061173084"	"2,0786609122"	6
"zawieszenia"	11	91	80	"0,0071968334"	"2,0786609122"	6
"zjednoczeni"	11	91	69	"0,0062072688"	"2,0786609122"	6
"oficjalnych"	11	91	83	"0,0074667146"	"2,0786609122"	7
"rozdzieleni"	11	91	75	"0,0067470313"	"2,0786609122"	7
"zastrzeliła"	11	91	82	"0,0073767542"	"2,0786609122"	7
"szczegółowe"	11	91	89	"0,0080064772"	"2,0786609122"	8
"wieprzowiny"	11	91	75	"0,0067470313"	"2,0786609122"	8
"zapomnienia"	11	91	74	"0,0066570709"	"2,0786609122"	8
"jurysdykcji"	11	91	81	"0,0072867938"	"2,0786609122"	9
"artystyczne"	11	91	80	"0,0071968334"	"2,0786609122"	11
"spróbujecie"	11	91	85	"0,0076466355"	"2,0786609122"	12
"więzieniach"	11	91	79	"0,007106873"	"2,0786609122"	12
"ćwiczyliśmy"	11	91	84	"0,0075566751"	"2,0786609122"	12
"zablokowana"	11	91	78	"0,0070169126"	"2,0786609122"	15
"zastanówcie"	11	90	90	"0,0080964376"	"2,0560667718"	4
"powiedziala"	11	90	40	"0,0035984167"	"2,0560667718"	5
"prokuratury"	11	90	69	"0,0062072688"	"2,0560667718"	5
"zaniedbanie"	11	90	77	"0,0069269521"	"2,0560667718"	5
"zatrudniłeś"	11	90	82	"0,0073767542"	"2,0560667718"	5
"pracownikom"	11	90	86	"0,0077365959"	"2,0560667718"	6
"schrzaniłem"	11	90	81	"0,0072867938"	"2,0560667718"	6
"zagubionych"	11	90	86	"0,0077365959"	"2,0560667718"	6
"oszukiwanie"	11	90	74	"0,0066570709"	"2,0560667718"	8
"towarzyszka"	11	90	70	"0,0062972292"	"2,0560667718"	8
"zawstydzona"	11	90	82	"0,0073767542"	"2,0560667718"	8
"fałszerstwo"	11	90	73	"0,0065671105"	"2,0560667718"	10
"umieszczone"	11	90	85	"0,0076466355"	"2,0560667718"	10
"spowodowana"	11	90	87	"0,0078265563"	"2,0560667718"	11
"opowiadałeś"	11	89	85	"0,0076466355"	"2,0334726315"	5
"codziennego"	11	89	85	"0,0076466355"	"2,0334726315"	6
"dodatkowego"	11	89	83	"0,0074667146"	"2,0334726315"	6
"przeciwnicy"	11	89	81	"0,0072867938"	"2,0334726315"	6
"dżentelmeni"	11	89	78	"0,0070169126"	"2,0334726315"	7
"manipulacji"	11	89	76	"0,0068369917"	"2,0334726315"	7
"przekonałam"	11	89	87	"0,0078265563"	"2,0334726315"	7
"czytelników"	11	89	74	"0,0066570709"	"2,0334726315"	8
"poszukajcie"	11	89	86	"0,0077365959"	"2,0334726315"	8
"przemyślisz"	11	89	80	"0,0071968334"	"2,0334726315"	8
"replikatory"	11	89	11	"0,0009895646"	"2,0334726315"	8
"zniszczyłam"	11	89	82	"0,0073767542"	"2,0334726315"	8
"brytyjskich"	11	89	76	"0,0068369917"	"2,0334726315"	9
"meksykański"	11	89	76	"0,0068369917"	"2,0334726315"	10
"pomyślałbym"	11	89	85	"0,0076466355"	"2,0334726315"	11
"wyglądałoby"	11	89	87	"0,0078265563"	"2,0334726315"	11
"nieuprzejmy"	11	89	85	"0,0076466355"	"2,0334726315"	13
"niegrzeczną"	11	88	79	"0,007106873"	"2,0108784911"	3
"romantyczną"	11	88	77	"0,0069269521"	"2,0108784911"	5
"szczoteczki"	11	88	80	"0,0071968334"	"2,0108784911"	5
"oskarżonych"	11	88	64	"0,0057574667"	"2,0108784911"	6
"posłuchałem"	11	88	86	"0,0077365959"	"2,0108784911"	7
"pornografia"	11	88	67	"0,006027348"	"2,0108784911"	8
"zamachowiec"	11	88	60	"0,005397625"	"2,0108784911"	10
"biologiczna"	11	88	84	"0,0075566751"	"2,0108784911"	11
"zamordowała"	11	88	74	"0,0066570709"	"2,0108784911"	12
"zwycięstwem"	11	88	84	"0,0075566751"	"2,0108784911"	12
"zarządzanie"	11	88	83	"0,0074667146"	"2,0108784911"	13
"przyjęciach"	11	87	84	"0,0075566751"	"1,9882843508"	5
"zaskakująco"	11	87	86	"0,0077365959"	"1,9882843508"	6
"przypadkowa"	11	87	78	"0,0070169126"	"1,9882843508"	7
"rozpoznania"	11	87	79	"0,007106873"	"1,9882843508"	7
"angielskiej"	11	87	83	"0,0074667146"	"1,9882843508"	9
"ekscytująca"	11	87	80	"0,0071968334"	"1,9882843508"	9
"kontynencie"	11	87	79	"0,007106873"	"1,9882843508"	9
"pociągniesz"	11	87	81	"0,0072867938"	"1,9882843508"	9
"pokazaliśmy"	11	87	85	"0,0076466355"	"1,9882843508"	9
"utrzymujemy"	11	87	80	"0,0071968334"	"1,9882843508"	9
"nieciekawie"	11	87	87	"0,0078265563"	"1,9882843508"	11
"zaopiekował"	11	87	82	"0,0073767542"	"1,9882843508"	12
"zdemaskować"	11	87	78	"0,0070169126"	"1,9882843508"	12
"nieudacznik"	11	87	75	"0,0067470313"	"1,9882843508"	13
"osobowością"	11	87	82	"0,0073767542"	"1,9882843508"	14
"zachowywali"	11	87	84	"0,0075566751"	"1,9882843508"	15
"podchodźcie"	11	86	78	"0,0070169126"	"1,9656902104"	5
"upośledzony"	11	86	68	"0,0061173084"	"1,9656902104"	5
"biologiczne"	11	86	77	"0,0069269521"	"1,9656902104"	6
"bezwzględny"	11	86	76	"0,0068369917"	"1,9656902104"	7
"dogadaliśmy"	11	86	83	"0,0074667146"	"1,9656902104"	7
"saudyjskiej"	11	86	42	"0,0037783375"	"1,9656902104"	7
"zachowujemy"	11	86	84	"0,0075566751"	"1,9656902104"	7
"skrzywdzili"	11	86	77	"0,0069269521"	"1,9656902104"	8
"szwajcarski"	11	86	79	"0,007106873"	"1,9656902104"	8
"morderczyni"	11	86	69	"0,0062072688"	"1,9656902104"	9
"podróżujemy"	11	86	82	"0,0073767542"	"1,9656902104"	12
"rockefeller"	11	86	37	"0,0033285354"	"1,9656902104"	12
"przywitajmy"	11	86	77	"0,0069269521"	"1,9656902104"	14
"przeprowadź"	11	86	82	"0,0073767542"	"1,9656902104"	19
"partnerstwo"	11	85	67	"0,006027348"	"1,9430960701"	4
"fascynujący"	11	85	81	"0,0072867938"	"1,9430960701"	5
"spotkałyśmy"	11	85	79	"0,007106873"	"1,9430960701"	5
"inspirujące"	11	85	80	"0,0071968334"	"1,9430960701"	6
"kochaniutka"	11	85	71	"0,0063871896"	"1,9430960701"	6
"kwarantannę"	11	85	54	"0,0048578625"	"1,9430960701"	6
"legitymację"	11	85	71	"0,0063871896"	"1,9430960701"	6
"satelitarny"	11	85	75	"0,0067470313"	"1,9430960701"	6
"studiowałam"	11	85	81	"0,0072867938"	"1,9430960701"	6
"urodziliśmy"	11	85	82	"0,0073767542"	"1,9430960701"	6
"konstytucja"	11	85	67	"0,006027348"	"1,9430960701"	7
"naprzeciwka"	11	85	78	"0,0070169126"	"1,9430960701"	7
"podstawowym"	11	85	77	"0,0069269521"	"1,9430960701"	7
"technologie"	11	85	73	"0,0065671105"	"1,9430960701"	7
"oznaczałoby"	11	85	80	"0,0071968334"	"1,9430960701"	8
"politycznie"	11	85	81	"0,0072867938"	"1,9430960701"	8
"pozytywnego"	11	85	78	"0,0070169126"	"1,9430960701"	8
"rejestracja"	11	85	70	"0,0062972292"	"1,9430960701"	8
"wyjątkowych"	11	85	74	"0,0066570709"	"1,9430960701"	8
"plastycznej"	11	85	63	"0,0056675063"	"1,9430960701"	9
"opuszczeniu"	11	85	81	"0,0072867938"	"1,9430960701"	10
"wprowadzasz"	11	85	77	"0,0069269521"	"1,9430960701"	10
"odnaleziony"	11	85	79	"0,007106873"	"1,9430960701"	12
"prowadzicie"	11	85	80	"0,0071968334"	"1,9430960701"	12
"niegrzeczni"	11	85	74	"0,0066570709"	"1,9430960701"	13
"obserwowali"	11	85	83	"0,0074667146"	"1,9430960701"	13
"oczekiwaniu"	11	84	81	"0,0072867938"	"1,9205019297"	5
"piosenkarką"	11	84	62	"0,0055775459"	"1,9205019297"	5
"grzeszników"	11	84	72	"0,0064771501"	"1,9205019297"	6
"wszechmocny"	11	84	73	"0,0065671105"	"1,9205019297"	6
"słonecznych"	11	84	77	"0,0069269521"	"1,9205019297"	7
"oszukiwałeś"	11	84	74	"0,0066570709"	"1,9205019297"	8
"koleżankami"	11	84	77	"0,0069269521"	"1,9205019297"	9
"przykrością"	11	84	79	"0,007106873"	"1,9205019297"	10
"przyrzekasz"	11	84	66	"0,0059373875"	"1,9205019297"	10
"specjalistę"	11	84	83	"0,0074667146"	"1,9205019297"	11
"zareagowała"	11	84	83	"0,0074667146"	"1,9205019297"	11
"zarobiliśmy"	11	84	74	"0,0066570709"	"1,9205019297"	11
"zaoferowali"	11	84	81	"0,0072867938"	"1,9205019297"	13
"przerwijcie"	11	84	74	"0,0066570709"	"1,9205019297"	15
"niezliczone"	11	83	67	"0,006027348"	"1,8979077894"	2
"podniecenia"	11	83	79	"0,007106873"	"1,8979077894"	5
"autentyczne"	11	83	74	"0,0066570709"	"1,8979077894"	7
"komputerowa"	11	83	76	"0,0068369917"	"1,8979077894"	7
"podczerwień"	11	83	68	"0,0061173084"	"1,8979077894"	8
"gwałciciela"	11	83	61	"0,0054875855"	"1,8979077894"	9
"niesłusznie"	11	83	80	"0,0071968334"	"1,8979077894"	9
"upokorzenia"	11	83	81	"0,0072867938"	"1,8979077894"	9
"sprawdziłaś"	11	83	80	"0,0071968334"	"1,8979077894"	10
"urządzeniem"	11	83	74	"0,0066570709"	"1,8979077894"	10
"wypuszczają"	11	83	78	"0,0070169126"	"1,8979077894"	10
"disneylandu"	11	83	60	"0,005397625"	"1,8979077894"	11
"oskarżyciel"	11	83	61	"0,0054875855"	"1,8979077894"	12
"pomieszczeń"	11	82	78	"0,0070169126"	"1,875313649"	6
"poświęciłeś"	11	82	76	"0,0068369917"	"1,875313649"	6
"sojuszników"	11	82	70	"0,0062972292"	"1,875313649"	6
"upoważniony"	11	82	73	"0,0065671105"	"1,875313649"	6
"omawialiśmy"	11	82	79	"0,007106873"	"1,875313649"	7
"otwierajcie"	11	82	70	"0,0062972292"	"1,875313649"	7
"namierzyłem"	11	82	80	"0,0071968334"	"1,875313649"	8
"przeziębisz"	11	82	79	"0,007106873"	"1,875313649"	8
"tradycyjnie"	11	82	77	"0,0069269521"	"1,875313649"	8
"brzoskwinie"	11	82	54	"0,0048578625"	"1,875313649"	9
"organizacje"	11	82	74	"0,0066570709"	"1,875313649"	9
"przekazywać"	11	82	73	"0,0065671105"	"1,875313649"	9
"ekonomiczny"	11	82	60	"0,005397625"	"1,875313649"	11
"przeciwnych"	11	82	78	"0,0070169126"	"1,875313649"	12
"artystyczny"	11	81	72	"0,0064771501"	"1,8527195087"	4
"przyciągnie"	11	81	78	"0,0070169126"	"1,8527195087"	4
"dosłyszałem"	11	81	79	"0,007106873"	"1,8527195087"	5
"oglądalność"	11	81	58	"0,0052177042"	"1,8527195087"	5
"połączeniem"	11	81	73	"0,0065671105"	"1,8527195087"	5
"przedszkole"	11	81	59	"0,0053076646"	"1,8527195087"	5
"restauracją"	11	81	72	"0,0064771501"	"1,8527195087"	5
"wieprzowina"	11	81	61	"0,0054875855"	"1,8527195087"	5
"spróbowałeś"	11	81	78	"0,0070169126"	"1,8527195087"	6
"tęskniliśmy"	11	81	80	"0,0071968334"	"1,8527195087"	6
"alternatywa"	11	81	79	"0,007106873"	"1,8527195087"	7
"niesamowici"	11	81	76	"0,0068369917"	"1,8527195087"	7
"przyszłyśmy"	11	81	77	"0,0069269521"	"1,8527195087"	7
"dzwoniliśmy"	11	81	78	"0,0070169126"	"1,8527195087"	8
"idiotycznie"	11	81	79	"0,007106873"	"1,8527195087"	8
"nostradamus"	11	81	18	"0,0016192875"	"1,8527195087"	8
"przywiązana"	11	81	76	"0,0068369917"	"1,8527195087"	8
"silniejszym"	11	81	73	"0,0065671105"	"1,8527195087"	8
"dostarczono"	11	81	77	"0,0069269521"	"1,8527195087"	10
"pocałowałaś"	11	81	71	"0,0063871896"	"1,8527195087"	10
"przyrzekłem"	11	80	75	"0,0067470313"	"1,8301253683"	3
"przeszukamy"	11	80	76	"0,0068369917"	"1,8301253683"	5
"przybrzeżna"	11	80	56	"0,0050377834"	"1,8301253683"	5
"rozkoszować"	11	80	80	"0,0071968334"	"1,8301253683"	5
"szczeniaków"	11	80	42	"0,0037783375"	"1,8301253683"	5
"przypuszcza"	11	80	78	"0,0070169126"	"1,8301253683"	6
"spodziewała"	11	80	74	"0,0066570709"	"1,8301253683"	6
"dziwniejsze"	11	80	80	"0,0071968334"	"1,8301253683"	7
"połączonych"	11	80	73	"0,0065671105"	"1,8301253683"	7
"prostytutek"	11	80	72	"0,0064771501"	"1,8301253683"	7
"wartościowy"	11	80	73	"0,0065671105"	"1,8301253683"	8
"znienawidzi"	11	80	71	"0,0063871896"	"1,8301253683"	8
"doświadczył"	11	80	80	"0,0071968334"	"1,8301253683"	9
"postępujemy"	11	80	77	"0,0069269521"	"1,8301253683"	9
"prezerwatyw"	11	80	71	"0,0063871896"	"1,8301253683"	9
"przejeżdżał"	11	80	73	"0,0065671105"	"1,8301253683"	9
"członkostwo"	11	80	67	"0,006027348"	"1,8301253683"	10
"zaatakowano"	11	80	73	"0,0065671105"	"1,8301253683"	10
"możliwością"	11	80	77	"0,0069269521"	"1,8301253683"	11
"zatrzymywał"	11	80	80	"0,0071968334"	"1,8301253683"	16
"zapewnienie"	11	80	77	"0,0069269521"	"1,8301253683"	17
"zaplanowany"	11	79	75	"0,0067470313"	"1,807531228"	4
"udowodniłeś"	11	79	77	"0,0069269521"	"1,807531228"	6
"niemożliwym"	11	79	73	"0,0065671105"	"1,807531228"	8
"wyciągnęłam"	11	79	79	"0,007106873"	"1,807531228"	8
"wystartował"	11	79	75	"0,0067470313"	"1,807531228"	8
"grzeczności"	11	79	73	"0,0065671105"	"1,807531228"	9
"pierwotnego"	11	79	71	"0,0063871896"	"1,807531228"	9
"poinformuję"	11	79	75	"0,0067470313"	"1,807531228"	9
"poszukiwani"	11	79	70	"0,0062972292"	"1,807531228"	9
"przekraczać"	11	79	71	"0,0063871896"	"1,807531228"	9
"katolickiej"	11	79	74	"0,0066570709"	"1,807531228"	10
"napastników"	11	79	72	"0,0064771501"	"1,807531228"	10
"przyzwoitym"	11	79	72	"0,0064771501"	"1,807531228"	10
"przekonałaś"	11	79	77	"0,0069269521"	"1,807531228"	11
"hiszpańskie"	11	79	67	"0,006027348"	"1,807531228"	13
"załatwienie"	11	78	78	"0,0070169126"	"1,7849370876"	3
"potencjalne"	11	78	73	"0,0065671105"	"1,7849370876"	4
"nieświadomy"	11	78	64	"0,0057574667"	"1,7849370876"	5
"wystąpienia"	11	78	75	"0,0067470313"	"1,7849370876"	5
"prowadziłam"	11	78	74	"0,0066570709"	"1,7849370876"	6
"śledziliśmy"	11	78	69	"0,0062072688"	"1,7849370876"	6
"aresztowała"	11	78	75	"0,0067470313"	"1,7849370876"	7
"napisaliśmy"	11	78	65	"0,0058474271"	"1,7849370876"	7
"przeszukali"	11	78	77	"0,0069269521"	"1,7849370876"	7
"przypominaj"	11	78	77	"0,0069269521"	"1,7849370876"	7
"internetowa"	11	78	65	"0,0058474271"	"1,7849370876"	8
"przegrywamy"	11	78	73	"0,0065671105"	"1,7849370876"	8
"przeniosłam"	11	78	75	"0,0067470313"	"1,7849370876"	8
"przyleciała"	11	78	71	"0,0063871896"	"1,7849370876"	8
"wytchnienia"	11	78	73	"0,0065671105"	"1,7849370876"	8
"finansowego"	11	78	68	"0,0061173084"	"1,7849370876"	9
"maszynownia"	11	78	53	"0,0047679021"	"1,7849370876"	9
"przyjęliśmy"	11	78	73	"0,0065671105"	"1,7849370876"	9
"dziedzictwa"	11	78	71	"0,0063871896"	"1,7849370876"	10
"generałowie"	11	78	53	"0,0047679021"	"1,7849370876"	10
"toaletowego"	11	78	71	"0,0063871896"	"1,7849370876"	10
"szukaliście"	11	78	74	"0,0066570709"	"1,7849370876"	12
"skurwysynem"	11	78	74	"0,0066570709"	"1,7849370876"	13
"barbarzyńcy"	11	77	64	"0,0057574667"	"1,7623429473"	4
"prezydentów"	11	77	62	"0,0055775459"	"1,7623429473"	4
"krematorium"	11	77	41	"0,0036883771"	"1,7623429473"	5
"utrudnianie"	11	77	69	"0,0062072688"	"1,7623429473"	5
"garniturach"	11	77	69	"0,0062072688"	"1,7623429473"	6
"identycznie"	11	77	75	"0,0067470313"	"1,7623429473"	6
"powtarzałam"	11	77	75	"0,0067470313"	"1,7623429473"	6
"poświęciłam"	11	77	74	"0,0066570709"	"1,7623429473"	6
"człowieczek"	11	77	64	"0,0057574667"	"1,7623429473"	7
"osobistości"	11	77	69	"0,0062072688"	"1,7623429473"	7
"zamówiliśmy"	11	77	74	"0,0066570709"	"1,7623429473"	7
"oszukiwałem"	11	77	68	"0,0061173084"	"1,7623429473"	8
"zmarnowałeś"	11	77	70	"0,0062972292"	"1,7623429473"	8
"zostawienie"	11	77	76	"0,0068369917"	"1,7623429473"	8
"zechciałbyś"	11	77	72	"0,0064771501"	"1,7623429473"	9
"mieszkający"	11	76	71	"0,0063871896"	"1,7397488069"	4
"specyficzne"	11	76	72	"0,0064771501"	"1,7397488069"	4
"wyjeżdżacie"	11	76	70	"0,0062972292"	"1,7397488069"	4
"wychodziłeś"	11	76	74	"0,0066570709"	"1,7397488069"	5
"zapewnienia"	11	76	67	"0,006027348"	"1,7397488069"	5
"królewskich"	11	76	65	"0,0058474271"	"1,7397488069"	6
"przebywania"	11	76	71	"0,0063871896"	"1,7397488069"	6
"transportem"	11	76	72	"0,0064771501"	"1,7397488069"	6
"więziennego"	11	76	67	"0,006027348"	"1,7397488069"	6
"postrzałowa"	11	76	63	"0,0056675063"	"1,7397488069"	7
"podziemiach"	11	76	56	"0,0050377834"	"1,7397488069"	8
"potrzebnych"	11	76	72	"0,0064771501"	"1,7397488069"	8
"przemysłowe"	11	76	70	"0,0062972292"	"1,7397488069"	8
"specjaliści"	11	76	68	"0,0061173084"	"1,7397488069"	8
"kochaniutki"	11	76	71	"0,0063871896"	"1,7397488069"	9
"otrzymujesz"	11	76	72	"0,0064771501"	"1,7397488069"	9
"zachęcająco"	11	76	75	"0,0067470313"	"1,7397488069"	9
"przepraszał"	11	76	73	"0,0065671105"	"1,7397488069"	10
"utrzymujesz"	11	76	76	"0,0068369917"	"1,7397488069"	12
"obserwowany"	11	75	65	"0,0058474271"	"1,7171546666"	3
"opuszczonym"	11	75	73	"0,0065671105"	"1,7171546666"	5
"pomyliliśmy"	11	75	67	"0,006027348"	"1,7171546666"	5
"wspominałaś"	11	75	75	"0,0067470313"	"1,7171546666"	5
"egzemplarzy"	11	75	66	"0,0059373875"	"1,7171546666"	6
"podręcznika"	11	75	69	"0,0062072688"	"1,7171546666"	6
"rozstrzelać"	11	75	39	"0,0035084563"	"1,7171546666"	6
"wspaniałość"	11	75	37	"0,0033285354"	"1,7171546666"	6
"rozśmieszyć"	11	75	66	"0,0059373875"	"1,7171546666"	7
"wewnętrznie"	11	75	71	"0,0063871896"	"1,7171546666"	7
"zaskakujesz"	11	75	73	"0,0065671105"	"1,7171546666"	8
"pieprzonymi"	11	75	69	"0,0062072688"	"1,7171546666"	9
"podziemnego"	11	75	58	"0,0052177042"	"1,7171546666"	9
"wypełnienia"	11	75	72	"0,0064771501"	"1,7171546666"	9
"arcybiskupa"	11	75	23	"0,0020690896"	"1,7171546666"	11
"przeniosłeś"	11	75	64	"0,0057574667"	"1,7171546666"	11
"przetrzymać"	11	75	75	"0,0067470313"	"1,7171546666"	11
"przyjechało"	11	75	72	"0,0064771501"	"1,7171546666"	12
"psychicznej"	11	74	69	"0,0062072688"	"1,6945605262"	4
"pożałujecie"	11	74	69	"0,0062072688"	"1,6945605262"	6
"zakłopotana"	11	74	70	"0,0062972292"	"1,6945605262"	6
"gościnności"	11	74	70	"0,0062972292"	"1,6945605262"	7
"kompletnego"	11	74	70	"0,0062972292"	"1,6945605262"	7
"najchętniej"	11	74	67	"0,006027348"	"1,6945605262"	7
"niesłychane"	11	74	69	"0,0062072688"	"1,6945605262"	7
"doskonałość"	11	74	69	"0,0062072688"	"1,6945605262"	8
"elektryczną"	11	74	65	"0,0058474271"	"1,6945605262"	8
"niespokojna"	11	74	70	"0,0062972292"	"1,6945605262"	8
"zaprzeczasz"	11	74	69	"0,0062072688"	"1,6945605262"	8
"zastrzelimy"	11	74	68	"0,0061173084"	"1,6945605262"	8
"zatrudniłam"	11	74	68	"0,0061173084"	"1,6945605262"	8
"narysowałem"	11	74	62	"0,0055775459"	"1,6945605262"	9
"odpocznijmy"	11	74	70	"0,0062972292"	"1,6945605262"	9
"odpowiednik"	11	74	72	"0,0064771501"	"1,6945605262"	9
"wyciągnijmy"	11	74	70	"0,0062972292"	"1,6945605262"	9
"przestrzega"	11	74	70	"0,0062972292"	"1,6945605262"	10
"pierwiastek"	11	74	50	"0,0044980209"	"1,6945605262"	11
"turbulencje"	11	74	57	"0,0051277438"	"1,6945605262"	12
"oczekujecie"	11	73	73	"0,0065671105"	"1,6719663859"	5
"oczywistego"	11	73	72	"0,0064771501"	"1,6719663859"	5
"opublikował"	11	73	66	"0,0059373875"	"1,6719663859"	5
"profesorowi"	11	73	63	"0,0056675063"	"1,6719663859"	5
"wykonaliśmy"	11	73	71	"0,0063871896"	"1,6719663859"	5
"zastrzeżone"	11	73	65	"0,0058474271"	"1,6719663859"	5
"fitzpatrick"	11	73	20	"0,0017992083"	"1,6719663859"	6
"konsultacje"	11	73	62	"0,0055775459"	"1,6719663859"	6
"planetarium"	11	73	30	"0,0026988125"	"1,6719663859"	6
"rozwiązałeś"	11	73	67	"0,006027348"	"1,6719663859"	6
"narodzeniem"	11	73	61	"0,0054875855"	"1,6719663859"	7
"wprowadzisz"	11	73	70	"0,0062972292"	"1,6719663859"	7
"zawiedliśmy"	11	73	66	"0,0059373875"	"1,6719663859"	7
"znalazłyśmy"	11	73	63	"0,0056675063"	"1,6719663859"	7
"jednorazowa"	11	73	65	"0,0058474271"	"1,6719663859"	8
"spieprzyłam"	11	73	65	"0,0058474271"	"1,6719663859"	8
"większością"	11	73	72	"0,0064771501"	"1,6719663859"	8
"zaśpiewajmy"	11	73	66	"0,0059373875"	"1,6719663859"	8
"zgłodniałem"	11	73	73	"0,0065671105"	"1,6719663859"	8
"autentyczny"	11	73	55	"0,004947823"	"1,6719663859"	9
"wykonywanie"	11	73	66	"0,0059373875"	"1,6719663859"	9
"wyprowadzać"	11	73	71	"0,0063871896"	"1,6719663859"	9
"odpokutować"	11	73	66	"0,0059373875"	"1,6719663859"	10
"dokumentami"	11	73	69	"0,0062072688"	"1,6719663859"	12
"romantykiem"	11	73	66	"0,0059373875"	"1,6719663859"	13
"czlowiekiem"	11	73	35	"0,0031486146"	"1,6719663859"	15
"jasnowidzem"	11	72	61	"0,0054875855"	"1,6493722455"	4
"namierzanie"	11	72	59	"0,0053076646"	"1,6493722455"	4
"ogrodnikiem"	11	72	57	"0,0051277438"	"1,6493722455"	5
"przyłapałem"	11	72	70	"0,0062972292"	"1,6493722455"	5
"poruszające"	11	72	69	"0,0062072688"	"1,6493722455"	6
"rozgniewany"	11	72	57	"0,0051277438"	"1,6493722455"	6
"uzależnieni"	11	72	55	"0,004947823"	"1,6493722455"	6
"scenariuszy"	11	72	58	"0,0052177042"	"1,6493722455"	7
"zamknięciem"	11	72	69	"0,0062072688"	"1,6493722455"	7
"zaplanowali"	11	72	69	"0,0062072688"	"1,6493722455"	7
"dotrzymałem"	11	72	69	"0,0062072688"	"1,6493722455"	8
"osłaniajcie"	11	72	65	"0,0058474271"	"1,6493722455"	8
"skuteczność"	11	72	67	"0,006027348"	"1,6493722455"	8
"opiekowałem"	11	72	69	"0,0062072688"	"1,6493722455"	9
"partyzantów"	11	72	47	"0,0042281396"	"1,6493722455"	9
"hamburgerów"	11	72	63	"0,0056675063"	"1,6493722455"	10
"sprowadzasz"	11	71	67	"0,006027348"	"1,6267781052"	4
"autoryzacji"	11	71	62	"0,0055775459"	"1,6267781052"	5
"organizować"	11	71	67	"0,006027348"	"1,6267781052"	5
"wieprzowinę"	11	71	64	"0,0057574667"	"1,6267781052"	5
"bakersfield"	11	71	31	"0,0027887729"	"1,6267781052"	6
"odwiedziłeś"	11	71	68	"0,0061173084"	"1,6267781052"	6
"straszliwie"	11	71	67	"0,006027348"	"1,6267781052"	6
"szlachetnym"	11	71	66	"0,0059373875"	"1,6267781052"	6
"wprowadzono"	11	71	61	"0,0054875855"	"1,6267781052"	6
"zazdrościsz"	11	71	62	"0,0055775459"	"1,6267781052"	6
"eksplodować"	11	71	67	"0,006027348"	"1,6267781052"	7
"federalnymi"	11	71	66	"0,0059373875"	"1,6267781052"	7
"konsultację"	11	71	61	"0,0054875855"	"1,6267781052"	7
"rodzeństwem"	11	71	64	"0,0057574667"	"1,6267781052"	7
"przewróciła"	11	71	64	"0,0057574667"	"1,6267781052"	8
"wynajęliśmy"	11	71	68	"0,0061173084"	"1,6267781052"	8
"zadowolenie"	11	71	56	"0,0050377834"	"1,6267781052"	8
"mechaniczne"	11	71	60	"0,005397625"	"1,6267781052"	9
"obowiązkach"	11	71	68	"0,0061173084"	"1,6267781052"	9
"urodzinowym"	11	70	64	"0,0057574667"	"1,6041839648"	4
"apartamenty"	11	70	63	"0,0056675063"	"1,6041839648"	5
